   Elapsed time	 RESP, 	PLETH, 	    V, 	  AVR, 	   II, 
          3.688	  1.000	  0.485	  0.535	  0.535	  0.371
          3.696	  1.000	  0.480	  0.535	  0.525	  0.380
          3.704	  1.000	  0.477	  0.535	  0.520	  0.400
          3.712	  1.000	  0.475	  0.535	  0.516	  0.394
          3.720	  1.000	  0.473	  0.520	  0.510	  0.404
          3.728	  1.000	  0.470	  0.510	  0.506	  0.420
          3.736	  1.000	  0.469	  0.500	  0.500	  0.425
          3.744	  1.000	  0.467	  0.516	  0.490	  0.429
          3.752	  1.000	  0.465	  0.510	  0.475	  0.455
          3.760	  1.000	  0.463	  0.510	  0.449	  0.494
          3.768	  1.000	  0.460	  0.494	  0.429	  0.529
          3.776	  1.000	  0.458	  0.475	  0.404	  0.575
          3.784	  1.000	  0.456	  0.455	  0.371	  0.635
          3.792	  1.000	  0.453	  0.449	  0.329	  0.696
          3.800	  1.000	  0.449	  0.439	  0.290	  0.761
          3.808	  1.000	  0.445	  0.439	  0.265	  0.790
          3.816	  1.000	  0.440	  0.439	  0.245	  0.826
          3.824	  1.000	  0.436	  0.435	  0.249	  0.812
          3.832	  1.000	  0.432	  0.445	  0.265	  0.796
          3.840	  1.000	  0.427	  0.439	  0.284	  0.761
          3.848	  1.000	  0.422	  0.449	  0.320	  0.706
          3.856	  1.000	  0.417	  0.455	  0.365	  0.635
          3.864	  1.000	  0.414	  0.461	  0.404	  0.580
          3.872	  1.000	  0.411	  0.461	  0.449	  0.506
          3.880	  1.000	  0.408	  0.465	  0.480	  0.461
          3.888	  1.000	  0.407	  0.475	  0.516	  0.404
          3.896	  1.000	  0.406	  0.490	  0.535	  0.380
          3.904	  1.000	  0.405	  0.500	  0.545	  0.355
          3.912	  1.000	  0.405	  0.506	  0.551	  0.345
          3.920	  0.992	  0.404	  0.506	  0.561	  0.335
          3.928	  0.983	  0.402	  0.510	  0.565	  0.329
          3.936	  0.962	  0.400	  0.500	  0.565	  0.335
          3.944	  0.940	  0.400	  0.510	  0.561	  0.335
          3.952	  0.915	  0.399	  0.500	  0.555	  0.345
          3.960	  0.891	  0.399	  0.500	  0.545	  0.355
          3.968	  0.862	  0.399	  0.500	  0.545	  0.359
          3.976	  0.835	  0.399	  0.500	  0.535	  0.355
          3.984	  0.809	  0.399	  0.500	  0.535	  0.380
          3.992	  0.783	  0.400	  0.500	  0.535	  0.380
          4.000	  0.759	  0.398	  0.500	  0.525	  0.390
          4.008	  0.734	  0.396	  0.490	  0.520	  0.404
          4.016	  0.709	  0.394	  0.494	  0.525	  0.394
          4.024	  0.683	  0.392	  0.490	  0.520	  0.400
          4.032	  0.657	  0.389	  0.494	  0.525	  0.394
          4.040	  0.630	  0.386	  0.494	  0.520	  0.404
          4.048	  0.605	  0.383	  0.500	  0.525	  0.390
          4.056	  0.579	  0.381	  0.500	  0.535	  0.380
          4.064	  0.554	  0.379	  0.510	  0.545	  0.365
          4.072	  0.530	  0.380	  0.510	  0.545	  0.359
          4.080	  0.508	  0.382	  0.520	  0.529	  0.380
          4.088	  0.487	  0.385	  0.535	  0.520	  0.400
          4.096	  0.468	  0.391	  0.555	  0.520	  0.410
          4.104	  0.449	  0.401	  0.571	  0.516	  0.400
          4.112	  0.433	  0.413	  0.575	  0.510	  0.410
          4.120	  0.416	  0.430	  0.535	  0.520	  0.384
          4.128	  0.403	  0.450	  0.539	  0.545	  0.355
          4.136	  0.388	  0.471	  0.490	  0.539	  0.349
          4.144	  0.377	  0.492	  0.471	  0.545	  0.345
          4.152	  0.367	  0.510	  0.449	  0.539	  0.375
          4.160	  0.358	  0.527	  0.449	  0.545	  0.365
          4.168	  0.350	  0.541	  0.461	  0.545	  0.371
          4.176	  0.343	  0.551	  0.475	  0.551	  0.359
          4.184	  0.336	  0.559	  0.480	  0.571	  0.345
          4.192	  0.331	  0.565	  0.475	  0.571	  0.339
          4.200	  0.326	  0.569	  0.480	  0.571	  0.339
          4.208	  0.324	  0.573	  0.475	  0.565	  0.339
          4.216	  0.321	  0.575	  0.580	  0.590	  0.274
          4.224	  0.319	  0.576	  0.610	  0.596	  0.265
          4.232	  0.317	  0.576	  0.310	  0.233	  0.941
          4.240	  0.315	  0.575	 -0.412	 -0.312	  1.504
          4.248	  0.313	  0.571	 -0.502	 -0.408	  1.504
          4.256	  0.312	  0.565	 -0.247	  0.239	  1.106
          4.264	  0.311	  0.558	  0.245	  0.525	  0.480
          4.272	  0.309	  0.548	  0.390	  0.539	  0.420
          4.280	  0.308	  0.538	  0.461	  0.529	  0.384
          4.288	  0.306	  0.529	  0.500	  0.551	  0.355
          4.296	  0.304	  0.520	  0.535	  0.561	  0.329
          4.304	  0.303	  0.509	  0.539	  0.571	  0.320
          4.312	  0.302	  0.500	  0.529	  0.555	  0.329
          4.320	  0.300	  0.494	  0.520	  0.545	  0.349
          4.328	  0.299	  0.488	  0.525	  0.539	  0.345
          4.336	  0.298	  0.483	  0.516	  0.529	  0.365
          4.344	  0.296	  0.481	  0.520	  0.525	  0.375
          4.352	  0.295	  0.480	  0.535	  0.535	  0.371
          4.360	  0.293	  0.479	  0.545	  0.520	  0.380
          4.368	  0.293	  0.479	  0.529	  0.520	  0.390
          4.376	  0.293	  0.477	  0.525	  0.516	  0.404
          4.384	  0.294	  0.474	  0.520	  0.500	  0.420
          4.392	  0.295	  0.471	  0.525	  0.490	  0.439
          4.400	  0.296	  0.466	  0.520	  0.475	  0.465
          4.408	  0.297	  0.461	  0.520	  0.455	  0.490
          4.416	  0.299	  0.457	  0.520	  0.420	  0.539
          4.424	  0.301	  0.452	  0.520	  0.400	  0.580
          4.432	  0.304	  0.447	  0.529	  0.375	  0.625
          4.440	  0.308	  0.442	  0.520	  0.335	  0.686
          4.448	  0.313	  0.437	  0.525	  0.314	  0.706
          4.456	  0.317	  0.433	  0.520	  0.294	  0.741
          4.464	  0.322	  0.430	  0.529	  0.284	  0.751
          4.472	  0.326	  0.426	  0.525	  0.278	  0.767
          4.480	  0.329	  0.423	  0.535	  0.284	  0.751
          4.488	  0.333	  0.421	  0.525	  0.310	  0.710
          4.496	  0.338	  0.419	  0.525	  0.345	  0.655
          4.504	  0.343	  0.416	  0.510	  0.380	  0.610
          4.512	  0.348	  0.414	  0.506	  0.420	  0.555
          4.520	  0.353	  0.413	  0.500	  0.455	  0.494
          4.528	  0.357	  0.413	  0.506	  0.490	  0.439
          4.536	  0.361	  0.412	  0.510	  0.510	  0.404
          4.544	  0.364	  0.412	  0.520	  0.520	  0.394
          4.552	  0.367	  0.412	  0.520	  0.529	  0.380
          4.560	  0.368	  0.412	  0.525	  0.535	  0.375
          4.568	  0.370	  0.412	  0.529	  0.535	  0.359
          4.576	  0.370	  0.412	  0.520	  0.535	  0.371
          4.584	  0.370	  0.411	  0.529	  0.539	  0.365
          4.592	  0.369	  0.410	  0.535	  0.535	  0.371
          4.600	  0.367	  0.410	  0.529	  0.535	  0.365
          4.608	  0.363	  0.410	  0.529	  0.535	  0.380
          4.616	  0.359	  0.410	  0.535	  0.525	  0.384
          4.624	  0.355	  0.410	  0.529	  0.525	  0.390
          4.632	  0.351	  0.411	  0.525	  0.525	  0.394
          4.640	  0.346	  0.411	  0.520	  0.525	  0.400
          4.648	  0.341	  0.414	  0.529	  0.520	  0.400
          4.656	  0.333	  0.419	  0.520	  0.520	  0.394
          4.664	  0.326	  0.421	  0.520	  0.510	  0.410
          4.672	  0.317	  0.422	  0.520	  0.516	  0.410
          4.680	  0.307	  0.422	  0.525	  0.516	  0.404
          4.688	  0.295	  0.422	  0.525	  0.520	  0.400
          4.696	  0.284	  0.422	  0.525	  0.520	  0.394
          4.704	  0.272	  0.422	  0.520	  0.525	  0.390
          4.712	  0.260	  0.423	  0.525	  0.525	  0.380
          4.720	  0.249	  0.425	  0.535	  0.520	  0.390
          4.728	  0.239	  0.430	  0.555	  0.510	  0.410
          4.736	  0.229	  0.441	  0.571	  0.500	  0.429
          4.744	  0.219	  0.456	  0.580	  0.494	  0.439
          4.752	  0.209	  0.474	  0.565	  0.494	  0.435
          4.760	  0.200	  0.496	  0.545	  0.500	  0.420
          4.768	  0.192	  0.518	  0.525	  0.506	  0.400
          4.776	  0.183	  0.540	  0.506	  0.510	  0.404
          4.784	  0.176	  0.558	  0.475	  0.516	  0.416
          4.792	  0.169	  0.573	  0.471	  0.500	  0.439
          4.800	  0.163	  0.586	  0.475	  0.506	  0.429
          4.808	  0.158	  0.596	  0.490	  0.510	  0.429
          4.816	  0.153	  0.605	  0.500	  0.516	  0.425
          4.824	  0.150	  0.613	  0.516	  0.520	  0.420
          4.832	  0.147	  0.618	  0.520	  0.520	  0.416
          4.840	  0.143	  0.620	  0.516	  0.520	  0.425
          4.848	  0.140	  0.621	  0.520	  0.516	  0.429
          4.856	  0.137	  0.622	  0.596	  0.539	  0.365
          4.864	  0.134	  0.622	  0.645	  0.545	  0.355
          4.872	  0.131	  0.621	  0.400	  0.210	  0.992
          4.880	  0.128	  0.618	 -0.273	 -0.343	  1.504
          4.888	  0.125	  0.613	 -0.502	 -0.447	  1.504
          4.896	  0.122	  0.607	 -0.127	  0.214	  1.147
          4.904	  0.119	  0.599	  0.339	  0.520	  0.510
          4.912	  0.114	  0.589	  0.480	  0.525	  0.435
          4.920	  0.110	  0.580	  0.520	  0.506	  0.425
          4.928	  0.106	  0.568	  0.551	  0.520	  0.404
          4.936	  0.100	  0.555	  0.571	  0.525	  0.384
          4.944	  0.096	  0.543	  0.584	  0.539	  0.365
          4.952	  0.091	  0.531	  0.580	  0.539	  0.359
          4.960	  0.086	  0.521	  0.565	  0.529	  0.380
          4.968	  0.082	  0.513	  0.551	  0.535	  0.375
          4.976	  0.076	  0.507	  0.561	  0.520	  0.384
          4.984	  0.070	  0.502	  0.545	  0.520	  0.390
          4.992	  0.063	  0.500	  0.539	  0.520	  0.400
          5.000	  0.055	  0.499	  0.551	  0.510	  0.404
          5.008	  0.048	  0.497	  0.539	  0.500	  0.420
          5.016	  0.040	  0.495	  0.529	  0.500	  0.429
          5.024	  0.033	  0.494	  0.525	  0.494	  0.445
          5.032	  0.026	  0.492	  0.535	  0.490	  0.449
          5.040	  0.022	  0.488	  0.525	  0.471	  0.475
          5.048	  0.016	  0.484	  0.529	  0.449	  0.510
          5.056	  0.012	  0.480	  0.520	  0.429	  0.535
          5.064	  0.008	  0.476	  0.520	  0.404	  0.571
          5.072	  0.006	  0.472	  0.506	  0.371	  0.629
          5.080	  0.003	  0.468	  0.500	  0.335	  0.680
          5.088	  0.003	  0.464	  0.500	  0.314	  0.710
          5.096	  0.002	  0.459	  0.500	  0.300	  0.731
          5.104	  0.003	  0.456	  0.484	  0.290	  0.745
          5.112	  0.004	  0.452	  0.490	  0.290	  0.745
          5.120	  0.006	  0.448	  0.480	  0.304	  0.725
          5.128	  0.009	  0.444	  0.494	  0.320	  0.696
          5.136	  0.013	  0.441	  0.500	  0.355	  0.641
          5.144	  0.018	  0.436	  0.500	  0.384	  0.580
          5.152	  0.024	  0.431	  0.490	  0.435	  0.520
          5.160	  0.031	  0.427	  0.500	  0.475	  0.461
          5.168	  0.040	  0.424	  0.500	  0.516	  0.400
          5.176	  0.050	  0.421	  0.520	  0.539	  0.371
          5.184	  0.062	  0.418	  0.520	  0.545	  0.349
          5.192	  0.073	  0.417	  0.529	  0.561	  0.335
          5.200	  0.084	  0.414	  0.535	  0.571	  0.314
          5.208	  0.096	  0.413	  0.529	  0.575	  0.304
          5.216	  0.108	  0.410	  0.525	  0.571	  0.310
          5.224	  0.119	  0.408	  0.520	  0.571	  0.310
          5.232	  0.133	  0.407	  0.520	  0.575	  0.310
          5.240	  0.147	  0.407	  0.516	  0.571	  0.324
          5.248	  0.160	  0.407	  0.506	  0.555	  0.335
          5.256	  0.175	  0.409	  0.500	  0.561	  0.329
          5.264	  0.188	  0.411	  0.516	  0.555	  0.335
          5.272	  0.201	  0.413	  0.510	  0.565	  0.339
          5.280	  0.213	  0.414	  0.525	  0.551	  0.349
          5.288	  0.225	  0.415	  0.520	  0.565	  0.335
          5.296	  0.238	  0.416	  0.516	  0.551	  0.345
          5.304	  0.250	  0.416	  0.510	  0.555	  0.345
          5.312	  0.263	  0.415	  0.516	  0.565	  0.329
          5.320	  0.276	  0.414	  0.506	  0.561	  0.335
          5.328	  0.289	  0.413	  0.510	  0.555	  0.335
          5.336	  0.302	  0.412	  0.506	  0.571	  0.310
          5.344	  0.316	  0.411	  0.500	  0.565	  0.329
          5.352	  0.329	  0.411	  0.506	  0.551	  0.355
          5.360	  0.341	  0.412	  0.535	  0.555	  0.349
          5.368	  0.354	  0.414	  0.551	  0.551	  0.355
          5.376	  0.365	  0.420	  0.565	  0.539	  0.349
          5.384	  0.376	  0.428	  0.571	  0.529	  0.355
          5.392	  0.388	  0.439	  0.539	  0.555	  0.320
          5.400	  0.401	  0.454	  0.500	  0.565	  0.310
          5.408	  0.413	  0.472	  0.494	  0.571	  0.310
          5.416	  0.427	  0.492	  0.471	  0.571	  0.310
          5.424	  0.440	  0.510	  0.449	  0.555	  0.329
          5.432	  0.452	  0.529	  0.455	  0.565	  0.320
          5.440	  0.464	  0.544	  0.461	  0.571	  0.320
          5.448	  0.476	  0.558	  0.475	  0.561	  0.329
          5.456	  0.490	  0.569	  0.475	  0.580	  0.300
          5.464	  0.502	  0.577	  0.480	  0.571	  0.314
          5.472	  0.517	  0.584	  0.475	  0.575	  0.314
          5.480	  0.533	  0.588	  0.494	  0.575	  0.324
          5.488	  0.548	  0.589	  0.580	  0.606	  0.259
          5.496	  0.564	  0.590	  0.584	  0.475	  0.494
          5.504	  0.580	  0.590	  0.159	  0.004	  1.357
          5.512	  0.596	  0.589	 -0.443	 -0.433	  1.504
          5.520	  0.610	  0.587	 -0.502	 -0.147	  1.504
          5.528	  0.625	  0.583	  0.114	  0.449	  0.680
          5.536	  0.637	  0.577	  0.429	  0.620	  0.300
          5.544	  0.650	  0.570	  0.475	  0.571	  0.329
          5.552	  0.664	  0.560	  0.490	  0.555	  0.335
          5.560	  0.677	  0.548	  0.520	  0.565	  0.314
          5.568	  0.692	  0.537	  0.520	  0.584	  0.284
          5.576	  0.708	  0.524	  0.529	  0.584	  0.284
          5.584	  0.720	  0.513	  0.520	  0.571	  0.310
          5.592	  0.734	  0.505	  0.506	  0.565	  0.320
          5.600	  0.747	  0.499	  0.484	  0.565	  0.314
          5.608	  0.761	  0.493	  0.490	  0.561	  0.320
          5.616	  0.774	  0.487	  0.494	  0.571	  0.329
          5.624	  0.788	  0.483	  0.500	  0.555	  0.339
          5.632	  0.803	  0.481	  0.506	  0.545	  0.355
          5.640	  0.818	  0.480	  0.494	  0.529	  0.375
          5.648	  0.834	  0.479	  0.494	  0.520	  0.390
          5.656	  0.849	  0.478	  0.490	  0.510	  0.404
          5.664	  0.866	  0.474	  0.500	  0.484	  0.445
          5.672	  0.882	  0.470	  0.494	  0.461	  0.480
          5.680	  0.896	  0.466	  0.484	  0.445	  0.510
          5.688	  0.911	  0.462	  0.475	  0.425	  0.551
          5.696	  0.925	  0.457	  0.461	  0.384	  0.606
          5.704	  0.937	  0.453	  0.449	  0.355	  0.661
          5.712	  0.952	  0.449	  0.449	  0.329	  0.710
          5.720	  0.967	  0.445	  0.445	  0.300	  0.745
          5.728	  0.981	  0.441	  0.449	  0.284	  0.767
          5.736	  0.997	  0.436	  0.449	  0.284	  0.771
          5.744	  0.998	  0.431	  0.455	  0.290	  0.755
          5.752	  1.000	  0.427	  0.445	  0.310	  0.725
          5.760	  1.000	  0.424	  0.461	  0.349	  0.671
          5.768	  1.000	  0.421	  0.490	  0.394	  0.600
          5.776	  1.000	  0.418	  0.529	  0.449	  0.520
          5.784	  1.000	  0.416	  0.555	  0.494	  0.439
          5.792	  1.000	  0.414	  0.580	  0.535	  0.380
          5.800	  1.000	  0.413	  0.600	  0.565	  0.329
          5.808	  1.000	  0.413	  0.616	  0.584	  0.294
          5.816	  1.000	  0.413	  0.616	  0.596	  0.274
          5.824	  1.000	  0.413	  0.610	  0.606	  0.265
          5.832	  1.000	  0.413	  0.616	  0.610	  0.265
          5.840	  1.000	  0.414	  0.600	  0.596	  0.269
          5.848	  1.000	  0.416	  0.580	  0.590	  0.284
          5.856	  1.000	  0.418	  0.571	  0.580	  0.304
          5.864	  1.000	  0.420	  0.571	  0.575	  0.314
          5.872	  1.000	  0.422	  0.575	  0.571	  0.320
          5.880	  1.000	  0.422	  0.584	  0.561	  0.329
          5.888	  1.000	  0.423	  0.584	  0.555	  0.345
          5.896	  1.000	  0.423	  0.590	  0.551	  0.339
          5.904	  1.000	  0.423	  0.575	  0.545	  0.365
          5.912	  1.000	  0.423	  0.584	  0.539	  0.375
          5.920	  1.000	  0.424	  0.575	  0.535	  0.375
          5.928	  1.000	  0.423	  0.580	  0.535	  0.380
          5.936	  1.000	  0.422	  0.571	  0.545	  0.365
          5.944	  1.000	  0.420	  0.565	  0.545	  0.371
          5.952	  1.000	  0.417	  0.555	  0.551	  0.345
          5.960	  1.000	  0.415	  0.555	  0.551	  0.339
          5.968	  1.000	  0.413	  0.545	  0.555	  0.335
          5.976	  1.000	  0.410	  0.539	  0.561	  0.335
          5.984	  1.000	  0.409	  0.539	  0.555	  0.339
          5.992	  1.000	  0.410	  0.555	  0.535	  0.371
          6.000	  1.000	  0.411	  0.571	  0.529	  0.380
          6.008	  1.000	  0.413	  0.590	  0.535	  0.380
          6.016	  1.000	  0.419	  0.590	  0.529	  0.371
          6.024	  1.000	  0.427	  0.571	  0.525	  0.380
          6.032	  1.000	  0.437	  0.551	  0.545	  0.339
          6.040	  1.000	  0.451	  0.520	  0.555	  0.324
          6.048	  1.000	  0.467	  0.500	  0.555	  0.335
          6.056	  1.000	  0.486	  0.480	  0.561	  0.339
          6.064	  1.000	  0.503	  0.471	  0.545	  0.355
          6.072	  1.000	  0.520	  0.465	  0.545	  0.359
          6.080	  0.983	  0.534	  0.480	  0.545	  0.349
          6.088	  0.967	  0.544	  0.490	  0.561	  0.335
          6.096	  0.946	  0.553	  0.500	  0.565	  0.329
          6.104	  0.927	  0.562	  0.490	  0.565	  0.329
          6.112	  0.904	  0.570	  0.484	  0.561	  0.339
          6.120	  0.882	  0.576	  0.520	  0.555	  0.355
          6.128	  0.858	  0.580	  0.616	  0.590	  0.269
          6.136	  0.835	  0.583	  0.484	  0.410	  0.596
          6.144	  0.810	  0.582	 -0.031	 -0.076	  1.504
          6.152	  0.787	  0.581	 -0.502	 -0.402	  1.504
          6.160	  0.764	  0.578	 -0.469	 -0.012	  1.504
          6.168	  0.742	  0.571	  0.114	  0.471	  0.606
          6.176	  0.722	  0.562	  0.365	  0.535	  0.410
          6.184	  0.702	  0.552	  0.435	  0.520	  0.394
          6.192	  0.681	  0.543	  0.471	  0.525	  0.375
          6.200	  0.662	  0.531	  0.500	  0.539	  0.349
          6.208	  0.642	  0.519	  0.520	  0.539	  0.349
          6.216	  0.623	  0.508	  0.520	  0.545	  0.345
          6.224	  0.605	  0.498	  0.520	  0.529	  0.359
          6.232	  0.587	  0.490	  0.506	  0.535	  0.355
          6.240	  0.573	  0.483	  0.506	  0.529	  0.365
          6.248	  0.557	  0.477	  0.500	  0.520	  0.390
          6.256	  0.544	  0.472	  0.510	  0.520	  0.380
          6.264	  0.530	  0.469	  0.520	  0.520	  0.384
          6.272	  0.517	  0.467	  0.506	  0.506	  0.404
          6.280	  0.503	  0.466	  0.500	  0.500	  0.410
          6.288	  0.493	  0.466	  0.500	  0.490	  0.404
          6.296	  0.482	  0.464	  0.500	  0.475	  0.461
          6.304	  0.473	  0.462	  0.494	  0.455	  0.484
          6.312	  0.464	  0.458	  0.500	  0.445	  0.500
          6.320	  0.456	  0.455	  0.500	  0.425	  0.529
          6.328	  0.450	  0.450	  0.500	  0.400	  0.571
          6.336	  0.443	  0.445	  0.490	  0.375	  0.610
          6.344	  0.437	  0.440	  0.484	  0.329	  0.680
          6.352	  0.432	  0.435	  0.484	  0.310	  0.716
          6.360	  0.427	  0.431	  0.490	  0.284	  0.751
          6.368	  0.423	  0.427	  0.484	  0.275	  0.767
          6.376	  0.419	  0.425	  0.500	  0.265	  0.776
          6.384	  0.416	  0.423	  0.494	  0.275	  0.767
          6.392	  0.413	  0.422	  0.500	  0.290	  0.735
          6.400	  0.411	  0.420	  0.494	  0.329	  0.690
          6.408	  0.409	  0.417	  0.500	  0.365	  0.629
